"COD_MKT_ID","AREA","MACROSETTORE","SETTORE","REPARTO","CATEGORIA","SOTTOCATEGORIA","SEGMENTO"
"3820","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA SECCA-CIOCCOLATO L.S.","CIOCCOLATO"
"3821","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA SECCA-CIOCCOLATO L.S.","ALTRA"
"3822","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA SECCA-CIOCCOLATO S.A.","BISCOTTERIA"
"3823","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA SECCA-CIOCCOLATO S.A.","CIOCCOLATO"
"3824","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA SECCA-CIOCCOLATO S.A.","ALTRA"
"3825","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA SALATA L.S","PASTE SALATE"
"3826","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","EDICOLA","PERIODICI","RIVISTE INFORMAZIONE"
"3827","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","EDICOLA","PERIODICI","RIVISTE INFORMAZIONE CON SUPPORTI"
"3828","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","EDICOLA","PERIODICI","ALTRE RIVISTE"
"3829","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","EDICOLA","PERIODICI","ALTRE RIVISTE CON SUPPORTI"
"3830","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","EDICOLA","PERIODICI","FUMETTI"
"3831","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","EDICOLA","PERIODICI","ENIGMISTICA"
"3832","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","EDICOLA","PERIODICI","BAMBINI"
"3833","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","EDICOLA","PERIODICI","ALTRO"
"3834","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","TESTI SCOLASTICI","LIBRI TESTO SCUOLA","LIBRI TESTO"
"3835","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","TESTI SCOLASTICI","LIBRI TESTO SCUOLA","LIBRI TESTO CON SUPPORTI"
"3836","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","TESTI SCOLASTICI","TESTI UNIVERSITARI","TESTI UNIVERSITARI"
"3837","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","TESTI SCOLASTICI","TESTI UNIVERSITARI","TESTI UNIVERSITARI CON SUPPORTI"
"3838","Non alimentari","No Food","STAGIONALI E BRICO","EDUCAZIONE E INTRATTENIMENTO","EDUCAZIONE E INTRATTENIMENTO","EDUCAZIONE E INTRATTENIMENTO","EDUCAZIONE E INTRATTENIMENTO"
"3839","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA ESTERNO","ALBERI/ARBUSTI ESTERNI","SEMPREVERDI"
"3840","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA ESTERNO","ALBERI/ARBUSTI ESTERNI","SPOGLIANTI"
"3841","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA ESTERNO","ALBERI/ARBUSTI ESTERNI","ARBUSTI DA FIORE/FRUTTO"
"3842","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA ESTERNO","ALBERI/ARBUSTI ESTERNI","RAMPICANTI"
"3843","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA ESTERNO","ALBERI/ARBUSTI ESTERNI","CONIFERE"
"3844","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA ESTERNO","ALBERI/ARBUSTI ESTERNI","PIANTE DA FRUTTO"
"3845","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA ESTERNO","ALBERI/ARBUSTI ESTERNI","ROSAI"
"3846","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA ESTERNO","ALBERI/ARBUSTI ESTERNI","ABETI"
"3847","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA ESTERNO","PIANTE VERDI E DA FIORE","PIANTE VERDI"
"3848","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA ESTERNO","PIANTE VERDI E DA FIORE","PIANTE A FIORI"
"3849","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA INTERNO","PIANTE VERDI E DA FIORE","PIANTE VERDI"
"3850","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA INTERNO","PIANTE VERDI E DA FIORE","PIANTE A FIORI"
"3851","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA INTERNO","PIANTE VERDI E DA FIORE","BONSAI"
"3852","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA INTERNO","PIANTE VERDI E DA FIORE","PIANTE GRASSE"
"3853","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA INTERNO","PIANTE VERDI E DA FIORE","PIANTE ORTO"
"3854","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE DA INTERNO","PIANTE VERDI E DA FIORE","COMPOSIZIONI PIANTE"
"3855","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","SEMI E BULBI","SEMI","SEMI"
"3856","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","SEMI E BULBI","SEMI","SEMI PRATO"
"3857","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","SEMI E BULBI","BULBI","BULBI PRIMAVERILI"
"3858","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","SEMI E BULBI","BULBI","BULBI AUTUNNALI"
"3859","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","FIORI RECISI","FIORI RECISI","FIORI RECISI"
"3860","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","FIORI RECISI","FIORI RECISI","COMPOSIZIONI FIORI"
"3861","Non alimentari","No Food","STAGIONALI E BRICO","PIANTE E FIORI","PIANTE E FIORI","PIANTE E FIORI","PIANTE E FIORI"
"3862","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","TAGLIAERBA","TOSAERBA MANUALE"
"3863","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","TAGLIAERBA","TOSAERBA ELETTRICI"
"3864","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","TAGLIAERBA","TOSAERBA C/MOTORE A SCOPPIO"
"3865","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","TAGLIAERBA","TAGLIABORDI ELETTRICI"
"3866","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","TAGLIAERBA","TAGLIABORDI C/MOTORE SCOPPIO"
"3867","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","ALTRI ATTREZZI MOTORE","DECESPUGLIATORI"
"3868","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","ALTRI ATTREZZI MOTORE","TAGLIASIEPI ELETTRICHE"
"3869","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","ALTRI ATTREZZI MOTORE","TAGLIASIEPI C/MOTORE SCOPPIO"
"3870","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","ALTRI ATTREZZI MOTORE","SEGHE ELETTRICHE"
"3871","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","ALTRI ATTREZZI MOTORE","SEGHE C/MOTORE A SCOPPIO"
"3872","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","ALTRI ATTREZZI MOTORE","SOFFIATORI/ASPIRAFOGLIE"
"3873","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","ALTRI ATTREZZI MOTORE","ALTRI"
"3874","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","ACCESSORI ATTREZZI","ACC. PER TOSAERBA"
"3875","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","ACCESSORI ATTREZZI","ACC. PER TAGLIABORDI"
"3876","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","ACCESSORI ATTREZZI","ACC. SEGHE"
"3877","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","ACCESSORI ATTREZZI","ACCESSORI SICUREZZA"
"3878","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","ATTREZZI MOTORE","ACCESSORI ATTREZZI","ALTRI"
"3879","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","COLTIVARE","ZAPPE"
"3880","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","COLTIVARE","VANGHE/BADILI"
"3881","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","COLTIVARE","PALE"
"3882","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","COLTIVARE","FORCHE"
"3883","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","COLTIVARE","SCOPE PER FOGLIE"
"3884","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","COLTIVARE","RASTRELLI"
"3885","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","COLTIVARE","MANICI"
"3886","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","COLTIVARE","PICCOLI UTENSILI"
"3887","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","COLTIVARE","ALTRI"
"3888","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","TAGLIARE","FORBICI"
"3889","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","TAGLIARE","FALCI/RONCOLE"
"3890","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","TAGLIARE","SCURI"
"3891","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","TAGLIARE","LAME"
"3892","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","TAGLIARE","SEGHE"
"3893","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","TAGLIARE","TAGLIARAMI/SVETTATOI"
"3894","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","TAGLIARE","TAGLIAERBA"
"3895","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","TAGLIARE","ALTRI"
"3896","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","ACCESSORI","GUANTI"
"3897","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","ACCESSORI","RECINZIONI"
"3898","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","ACCESSORI","BASTONI/TUTORI"
"3899","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","ACCESSORI","TRALICCI"
"3900","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","ACCESSORI","RETI PROTEZIONE"
"3901","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","ACCESSORI","CARRIOLA/COMPOSTIERE"
"3902","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","ACCESSORI","SERRE/CASETTE"
"3903","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","ACCESSORI","TELI PROTETTIVI"
"3904","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","ACCESSORI","BORDURE"
"3905","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","UTENSILI GIARDINAGGIO","ACCESSORI","ALTRI"
"3906","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","PRODOTTI CHIMICI/NUTRIMENTO","PREPARAZIONE","TERRICCI"
"3907","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","PRODOTTI CHIMICI/NUTRIMENTO","PREPARAZIONE","TORBE"
"3908","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","PRODOTTI CHIMICI/NUTRIMENTO","PREPARAZIONE","DISERBANTI"
"3909","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","PRODOTTI CHIMICI/NUTRIMENTO","PREPARAZIONE","STALLATICO"
"3910","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","PRODOTTI CHIMICI/NUTRIMENTO","PREPARAZIONE","ALTRI"
"3911","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","PRODOTTI CHIMICI/NUTRIMENTO","TRATTAMENTO","FERTILIZZANTE"
"3912","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","PRODOTTI CHIMICI/NUTRIMENTO","TRATTAMENTO","INSETTICIDI"
"3913","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","PRODOTTI CHIMICI/NUTRIMENTO","TRATTAMENTO","ANTIPARASSITI"
"3914","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","PRODOTTI CHIMICI/NUTRIMENTO","TRATTAMENTO","ALTRI"
"3915","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","VASI TERRACOTTA","CAMPANA"
"3916","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","VASI TERRACOTTA","CASSETTE"
"3917","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","VASI TERRACOTTA","CIOTOLE"
"3918","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","VASI TERRACOTTA","CONCHE"
"3919","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","VASI TERRACOTTA","ALTRI"
"3920","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","VASI PLASTICA","CAMPANA"
"3921","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","VASI PLASTICA","CASSETTE"
"3922","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","VASI PLASTICA","CIOTOLE"
"3923","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","VASI PLASTICA","CONCHE"
"3924","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","VASI PLASTICA","ALTRI"
"3925","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","SOTTOVASI","SOTTOVASI TERRACOTTA"
"3926","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","SOTTOVASI","SOTTOVASI PLASTICA"
"3927","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","ALTRI VASI","RISERVA D'ACQUA"
"3928","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","ALTRI VASI","ALTRI"
"3929","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","ACCESSORI VASO","BALCONIERE"
"3930","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","ACCESSORI VASO","CACHEPOT"
"3931","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","ACCESSORI VASO","PORTAVASI"
"3932","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","ACCESSORI VASO","FIORIERE"
"3933","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","ACCESSORI","ARTICOLI DECORATIVI"
"3934","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","ACCESSORI","FONTANE/LAGHETTI"
"3935","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","CONTENITORI GIARDINAGGIO","ACCESSORI","ALTRI"
"3936","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","IRRIGAZIONE","IRRIGAZIONE MANUALE","ANNAFFIATOI"
"3937","Non alimentari","No Food","STAGIONALI E BRICO","GIARDINAGGIO","IRRIGAZIONE","IRRIGAZIONE MANUALE","NEBULIZZATORI"
"3938","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","OTTICA","OTTICA VARIA","BINOCOLI / TELESCOPI"
"3939","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","OTTICA","OTTICA VARIA","ALTRO"
"3940","Non alimentari","No Food","MULTIMEDIA","FOTO/OTTICA","FOTO/OTTICA","FOTO/OTTICA","FOTO/OTTICA"
"3941","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI CELLULARI","CELLULARI GSM","CON TRAFFICO"
"3942","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI CELLULARI","CELLULARI GSM","SENZA TRAFFICO"
"3943","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI CELLULARI","CELLULARI UMTS","CON TRAFFICO"
"3944","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI CELLULARI","CELLULARI UMTS","SENZA TRAFFICO"
"3945","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI CELLULARI","CELLULARI ALTRE TECNOLOGIE","CON TRAFFICO"
"3946","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI CELLULARI","CELLULARI ALTRE TECNOLOGIE","SENZA TRAFFICO"
"3947","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI ABITAZIONE","CON FILO","COMBINATO"
"3948","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI ABITAZIONE","CON FILO","NORMALE"
"3949","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI ABITAZIONE","CON FILO","VIDEOTELEFONO"
"3950","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI ABITAZIONE","SENZA FILO","COMBINATO"
"3951","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI ABITAZIONE","SENZA FILO","NORMALE"
"3952","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI ABITAZIONE","SENZA FILO","VIDEOTELEFONO"
"3953","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI ABITAZIONE","FAX / SEGRETERIE","FAX"
"3954","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONI ABITAZIONE","FAX / SEGRETERIE","SEGRETERIE"
"3955","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","ACCESSORI","TELEFONIA FISSA","CAVI"
"3956","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","ACCESSORI","TELEFONIA FISSA","SPINE"
"3957","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","ACCESSORI","TELEFONIA FISSA","ALTRO"
"3958","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","ACCESSORI","TELEFONIA MOBILE","ALIMENTATORI"
"3959","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","ACCESSORI","TELEFONIA MOBILE","BATTERIE"
"3960","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","ACCESSORI","TELEFONIA MOBILE","CUSTODIE"
"3961","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","ACCESSORI","TELEFONIA MOBILE","KIT VIVA VOCE SUPPORTI"
"3962","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","ACCESSORI","TELEFONIA MOBILE","RICAMBI"
"3963","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","ACCESSORI","TELEFONIA MOBILE","ALTRO"
"3964","Non alimentari","No Food","MULTIMEDIA","TELEFONIA","TELEFONIA","TELEFONIA","TELEFONIA"
"3965","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO CORPO/VISO","DEPILATORI","CREME/SPRAY/SAPONI"
"3966","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO CORPO/VISO","DEPILATORI","STRISCE"
"3967","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO CORPO/VISO","DEPILATORI","CERE"
"3968","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO CORPO/VISO","DEPILATORI","RASOI + LAME"
"3969","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO CORPO/VISO","DEPILATORI","DECOLORANTI"
"3970","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO CORPO/VISO","PROTETTIVI LABBRA","PROTETTIVI LABBRA"
"3971","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO CORPO/VISO","DEODORANTI","NEUTRI/DELICATI"
"3972","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO CORPO/VISO","DEODORANTI","PROFUMATI DONNA"
"3973","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO CORPO/VISO","DEODORANTI","ANTIODORE"
"3974","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO CORPO/VISO","EAU DE TOILETTE","EAU DE TOILETTE DONNA"
"3975","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","LAME E RASOI","SISTEMI"
"3976","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","LAME E RASOI","LAME TRADIZ./ RICARICHE"
"3977","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","LAME E RASOI","RASOI USA E GETTA"
"3978","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","PREBARBA","SCHIUME"
"3979","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","PREBARBA","GEL"
"3980","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","PREBARBA","CREME/SAPONI"
"3981","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","ACCESSORI","PENNELLI"
"3982","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","ACCESSORI","STICK E MATITE EMOSTATICHE"
"3983","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","ACCESSORI","KIT VIAGGIO"
"3984","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","DOPOBARBA","LIQUIDO"
"3985","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","DOPOBARBA","GEL/CREME/BALSAMI"
"3986","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","CREME VISO","IDRATANTE / NUTRIENTE"
"3987","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","CREME VISO","ANTIRUGHE / RISTRUTTURANTE"
"3988","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","CREME VISO","ALTRE"
"3989","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","PULIZIA VISO","DETERGENTI"
"3990","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","PULIZIA VISO","ESFOGLIANTI"
"3991","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","PULIZIA VISO","ALTRI"
"3992","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","DEODORANTI","NEUTRI"
"3993","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","DEODORANTI","PROFUMATI"
"3994","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","EAU DE TOILETTE","EAU DE TOILETTE"
"3995","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","COLORAZIONI CAPELLI","PERMANENTI"
"3996","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","COLORAZIONI CAPELLI","TEMPORANEE"
"3997","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","COLORAZIONI CAPELLI","TONO SU TONO"
"3998","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","TRATTAMENTO COSMETICO UOMO","ALTRO","ALTRO"
"3999","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","CONFEZIONI","CONFEZIONI","DONNA"
"4000","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","CONFEZIONI","CONFEZIONI","UOMO"
"4001","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","CONFEZIONI","CONFEZIONI","BAMBINO"
"4002","Alimentari","Generi vari","CHIMICA","IGIENE PERSONA","CONFEZIONI","CONFEZIONI","ALTRO"
